,timestamp,count,in_china
4621,2016-07-15,102,1
4623,2016-07-15,131,1
4624,2016-07-15,111,1
4626,2016-07-15,144,1
4628,2016-07-15,97,1
4630,2016-07-15,111,1
4631,2016-07-15,115,1
4632,2016-07-15,116,1
4633,2016-07-15,128,1
4634,2016-07-15,116,1
4635,2016-07-15,122,1
4636,2016-07-15,111,1
4637,2016-07-15,110,1
4638,2016-07-15,106,1
4643,2016-07-15,119,1
4644,2016-07-15,119,1
4645,2016-07-15,114,1
4646,2016-07-15,111,1
4647,2016-07-15,110,1
4648,2016-07-15,118,1
4649,2016-07-15,104,1
4650,2016-07-15,116,1
4651,2016-07-15,116,1
4652,2016-07-15,88,1
4653,2016-07-15,103,1
4656,2016-07-15,115,1
4662,2016-07-15,108,1
4663,2016-07-15,104,1
4664,2016-07-15,110,1
4665,2016-07-15,111,1
4666,2016-07-15,109,1
4667,2016-07-15,109,1
4670,2016-07-15,97,1
4671,2016-07-15,90,1
4676,2016-07-15,99,1
4680,2016-07-15,91,1
4687,2016-07-15,93,1
4690,2016-07-15,86,1
4692,2016-07-15,103,1
4695,2016-07-15,103,1
4696,2016-07-15,91,1
4697,2016-07-15,107,1
4698,2016-07-15,107,1
4699,2016-07-15,109,1
4700,2016-07-15,110,1
4703,2016-07-16,117,1
4705,2016-07-16,115,1
4706,2016-07-16,103,1
4707,2016-07-16,110,1
4708,2016-07-16,126,1
4709,2016-07-16,115,1
4710,2016-07-16,110,1
4712,2016-07-16,120,1
4713,2016-07-16,114,1
4714,2016-07-16,112,1
4715,2016-07-16,111,1
4716,2016-07-16,117,1
4717,2016-07-16,99,1
4721,2016-07-16,105,1
4722,2016-07-16,114,1
4723,2016-07-16,111,1
4724,2016-07-16,110,1
4725,2016-07-16,110,1
4726,2016-07-16,112,1
4727,2016-07-16,92,1
4729,2016-07-16,108,1
4730,2016-07-16,101,1
4731,2016-07-16,96,1
4737,2016-07-16,114,1
4738,2016-07-16,110,1
4742,2016-07-16,96,1
4743,2016-07-16,90,1
4749,2016-07-16,86,1
4752,2016-07-16,107,1
4753,2016-07-16,96,1
4754,2016-07-16,143,1
4755,2016-07-16,112,1
4756,2016-07-16,131,1
4757,2016-07-16,100,1
4758,2016-07-16,91,1
4770,2016-07-16,83,1
4779,2016-07-17,89,1
4780,2016-07-17,105,1
4784,2016-07-17,105,1
4785,2016-07-17,98,1
4788,2016-07-17,104,1
4791,2016-07-17,110,1
4794,2016-07-17,121,1
4795,2016-07-17,111,1
4796,2016-07-17,108,1
4797,2016-07-17,112,1
4798,2016-07-17,111,1
4799,2016-07-17,112,1
4801,2016-07-17,109,1
4804,2016-07-17,81,1
4805,2016-07-17,127,1
4806,2016-07-17,93,1
4808,2016-07-17,87,1
4809,2016-07-17,90,1
4810,2016-07-17,89,1
4811,2016-07-17,92,1
4812,2016-07-17,96,1
4813,2016-07-17,96,1
4814,2016-07-17,100,1
4815,2016-07-17,103,1
4816,2016-07-17,100,1
4817,2016-07-17,102,1
4818,2016-07-17,102,1
4819,2016-07-17,103,1
4820,2016-07-17,101,1
4823,2016-07-17,93,1
4824,2016-07-17,85,1
4830,2016-07-17,98,1
4838,2016-07-17,95,1
4841,2016-07-17,100,1
4842,2016-07-17,90,1
4843,2016-07-17,99,1
4844,2016-07-17,96,1
4845,2016-07-17,99,1
4846,2016-07-17,96,1
4847,2016-07-17,91,1
4848,2016-07-17,92,1
4849,2016-07-17,93,1
4850,2016-07-17,92,1
4851,2016-07-17,85,1
4852,2016-07-17,95,1
4853,2016-07-17,94,1
4854,2016-07-17,88,1
4855,2016-07-17,81,1
4857,2016-07-17,95,1
4858,2016-07-17,90,1
4859,2016-07-17,94,1
4860,2016-07-17,93,1
4861,2016-07-17,93,1
4862,2016-07-17,88,1
4863,2016-07-17,84,1
4864,2016-07-17,92,1
4865,2016-07-17,86,1
4868,2016-07-17,106,1
4869,2016-07-17,103,1
4870,2016-07-17,102,1
4871,2016-07-17,102,1
4872,2016-07-17,106,1
4873,2016-07-17,108,1
4874,2016-07-17,109,1
4875,2016-07-17,98,1
4876,2016-07-17,107,1
4877,2016-07-17,106,1
4878,2016-07-17,96,1
4880,2016-07-17,112,1
4881,2016-07-17,112,1
4882,2016-07-17,112,1
4883,2016-07-17,112,1
4884,2016-07-17,103,1
4885,2016-07-17,113,1
4886,2016-07-17,109,1
4887,2016-07-17,100,1
4889,2016-07-17,95,1
4890,2016-07-17,106,1
4891,2016-07-17,96,1
4894,2016-07-17,91,1
4896,2016-07-17,111,1
4900,2016-07-17,96,1
4904,2016-07-17,106,1
4905,2016-07-17,104,1
4907,2016-07-17,111,1
4908,2016-07-17,99,1
4910,2016-07-17,126,1
4911,2016-07-17,94,1
4915,2016-07-18,85,1
4917,2016-07-18,93,1
4918,2016-07-18,88,1
4919,2016-07-18,111,1
4920,2016-07-18,112,1
4921,2016-07-18,103,1
4922,2016-07-18,107,1
4923,2016-07-18,114,1
4924,2016-07-18,108,1
4925,2016-07-18,104,1
4926,2016-07-18,111,1
4927,2016-07-18,97,1
4929,2016-07-18,96,1
4930,2016-07-18,108,1
4932,2016-07-18,101,1
4934,2016-07-18,116,1
4935,2016-07-18,111,1
4936,2016-07-18,116,1
4937,2016-07-18,116,1
4938,2016-07-18,113,1
4939,2016-07-18,112,1
4941,2016-07-18,134,1
4942,2016-07-18,122,1
4944,2016-07-18,119,1
4948,2016-07-18,119,1
4949,2016-07-18,117,1
4950,2016-07-18,112,1
4952,2016-07-18,119,1
4953,2016-07-18,96,1
4955,2016-07-18,116,1
4956,2016-07-18,93,1
4957,2016-07-18,113,1
4958,2016-07-18,90,1
4959,2016-07-18,116,1
4960,2016-07-18,116,1
4961,2016-07-18,116,1
4962,2016-07-18,115,1
4963,2016-07-18,115,1
4964,2016-07-18,116,1
4970,2016-07-18,94,1
4971,2016-07-18,122,1
4972,2016-07-18,115,1
4973,2016-07-18,114,1
4974,2016-07-18,113,1
4975,2016-07-18,123,1
4976,2016-07-18,92,1
4978,2016-07-18,114,1
4980,2016-07-18,130,1
4981,2016-07-18,127,1
4982,2016-07-18,115,1
4983,2016-07-18,110,1
4984,2016-07-18,101,1
4985,2016-07-18,115,1
4986,2016-07-18,117,1
4987,2016-07-18,115,1
4989,2016-07-18,105,1
4990,2016-07-18,116,1
4991,2016-07-18,116,1
4992,2016-07-18,120,1
4993,2016-07-18,117,1
4994,2016-07-18,109,1
4995,2016-07-18,114,1
4996,2016-07-18,113,1
4998,2016-07-18,129,1
4999,2016-07-18,119,1
5001,2016-07-18,104,1
5002,2016-07-18,119,1
5003,2016-07-18,118,1
5004,2016-07-18,117,1
5005,2016-07-18,118,1
5006,2016-07-18,114,1
5007,2016-07-18,117,1
5008,2016-07-18,117,1
5009,2016-07-18,111,1
5010,2016-07-18,114,1
5011,2016-07-18,116,1
5012,2016-07-18,113,1
5013,2016-07-18,137,1
5014,2016-07-18,112,1
5015,2016-07-18,119,1
5016,2016-07-18,116,1
5017,2016-07-18,118,1
5018,2016-07-18,119,1
5019,2016-07-18,116,1
5020,2016-07-18,106,1
5021,2016-07-18,113,1
5022,2016-07-18,114,1
5023,2016-07-18,104,1
5027,2016-07-18,122,1
5028,2016-07-18,110,1
5029,2016-07-18,115,1
5030,2016-07-18,122,1
5031,2016-07-18,121,1
5032,2016-07-18,114,1
5033,2016-07-18,116,1
5034,2016-07-18,116,1
5037,2016-07-18,88,1
5038,2016-07-18,114,1
5039,2016-07-18,116,1
5040,2016-07-18,114,1
5041,2016-07-18,113,1
5042,2016-07-18,116,1
5045,2016-07-18,99,1
5047,2016-07-18,112,1
5050,2016-07-18,124,1
5051,2016-07-18,111,1
5052,2016-07-18,116,1
5053,2016-07-18,120,1
5054,2016-07-18,121,1
5055,2016-07-18,110,1
5056,2016-07-18,116,1
5057,2016-07-18,116,1
5060,2016-07-18,109,1
5061,2016-07-18,110,1
5062,2016-07-18,116,1
5063,2016-07-18,116,1
5064,2016-07-18,115,1
5065,2016-07-18,114,1
5066,2016-07-18,105,1
5068,2016-07-18,124,1
5071,2016-07-18,89,1
5072,2016-07-18,93,1
5073,2016-07-18,118,1
5077,2016-07-18,106,1
5079,2016-07-18,102,1
5081,2016-07-18,92,1
5082,2016-07-18,107,1
5083,2016-07-18,108,1
5084,2016-07-18,91,1
5087,2016-07-18,90,1
5088,2016-07-18,106,1
5089,2016-07-18,105,1
5090,2016-07-18,107,1
5091,2016-07-18,109,1
5092,2016-07-18,108,1
5093,2016-07-18,110,1
5096,2016-07-18,97,1
5098,2016-07-18,103,1
5099,2016-07-18,102,1
5101,2016-07-18,113,1
5102,2016-07-18,98,1
5109,2016-07-18,89,1
5111,2016-07-18,84,1
5112,2016-07-18,95,1
5113,2016-07-18,98,1
5117,2016-07-18,103,1
5124,2016-07-19,97,1
5125,2016-07-19,109,1
5126,2016-07-19,105,1
5127,2016-07-19,108,1
5128,2016-07-19,108,1
5129,2016-07-19,109,1
5132,2016-07-19,104,1
5136,2016-07-19,105,1
5137,2016-07-19,97,1
5138,2016-07-19,106,1
5139,2016-07-19,91,1
5140,2016-07-19,90,1
5145,2016-07-19,88,1
5146,2016-07-19,94,1
5149,2016-07-19,81,1
5150,2016-07-19,98,1
5152,2016-07-19,95,1
5154,2016-07-19,107,1
5156,2016-07-19,131,1
5158,2016-07-19,104,1
5159,2016-07-19,88,1
5162,2016-07-19,106,1
5164,2016-07-19,101,1
5165,2016-07-19,100,1
5167,2016-07-19,108,1
5168,2016-07-19,116,1
5169,2016-07-19,119,1
5170,2016-07-19,100,1
5174,2016-07-19,123,1
5175,2016-07-19,120,1
5176,2016-07-19,128,1
5178,2016-07-19,118,1
5179,2016-07-19,105,1
5182,2016-07-19,137,1
5184,2016-07-19,88,1
5185,2016-07-19,99,1
5188,2016-07-19,126,1
5189,2016-07-19,124,1
5190,2016-07-19,119,1
5191,2016-07-19,115,1
5192,2016-07-19,115,1
5193,2016-07-19,115,1
5194,2016-07-19,112,1
5195,2016-07-19,133,1
5196,2016-07-19,130,1
5197,2016-07-19,148,1
5198,2016-07-19,134,1
5204,2016-07-19,141,1
5205,2016-07-19,102,1
5207,2016-07-19,87,1
5211,2016-07-19,134,1
5212,2016-07-19,114,1
5213,2016-07-19,82,1
5221,2016-07-19,99,1
5222,2016-07-19,85,1
5224,2016-07-19,104,1
5225,2016-07-19,108,1
5226,2016-07-19,109,1
5227,2016-07-19,109,1
5228,2016-07-19,110,1
5229,2016-07-19,106,1
5230,2016-07-19,99,1
5233,2016-07-20,119,1
5234,2016-07-20,117,1
5235,2016-07-20,117,1
5236,2016-07-20,117,1
5237,2016-07-20,117,1
5238,2016-07-20,111,1
5243,2016-07-20,114,1
5244,2016-07-20,111,1
5245,2016-07-20,107,1
5246,2016-07-20,110,1
5247,2016-07-20,103,1
5251,2016-07-20,91,1
5253,2016-07-20,100,1
5254,2016-07-20,106,1
5255,2016-07-20,109,1
5256,2016-07-20,92,1
5257,2016-07-20,86,1
5260,2016-07-20,95,1
5271,2016-07-20,104,1
5273,2016-07-20,81,1
5274,2016-07-20,106,1
5277,2016-07-20,112,1
5278,2016-07-20,98,1
5280,2016-07-20,113,1
5284,2016-07-20,100,1
5285,2016-07-20,112,1
5286,2016-07-20,105,1
5289,2016-07-20,118,1
5290,2016-07-20,113,1
5291,2016-07-20,114,1
5292,2016-07-20,114,1
5293,2016-07-20,113,1
5294,2016-07-20,113,1
5295,2016-07-20,100,1
5298,2016-07-20,115,1
5299,2016-07-20,111,1
5300,2016-07-20,112,1
5301,2016-07-20,116,1
5302,2016-07-20,115,1
5303,2016-07-20,117,1
5304,2016-07-20,118,1
5309,2016-07-20,88,1
5311,2016-07-20,108,1
5312,2016-07-20,107,1
5316,2016-07-20,119,1
5317,2016-07-20,97,1
5318,2016-07-20,113,1
5319,2016-07-20,112,1
5320,2016-07-20,112,1
5321,2016-07-20,110,1
5324,2016-07-20,110,1
5325,2016-07-20,110,1
5328,2016-07-20,128,1
5329,2016-07-20,105,1
5341,2016-07-20,102,1
5342,2016-07-20,93,1
5343,2016-07-20,92,1
5344,2016-07-20,84,1
5345,2016-07-20,94,1
5346,2016-07-20,103,1
5347,2016-07-20,107,1
5348,2016-07-20,92,1
5351,2016-07-20,89,1
5353,2016-07-20,123,1
5354,2016-07-20,108,1
5356,2016-07-20,105,1
5357,2016-07-20,99,1
5358,2016-07-20,100,1
5359,2016-07-20,109,1
5360,2016-07-20,104,1
5361,2016-07-20,109,1
5362,2016-07-20,111,1
5363,2016-07-20,114,1
5366,2016-07-20,117,1
5367,2016-07-20,110,1
5368,2016-07-20,114,1
5369,2016-07-20,109,1
5370,2016-07-20,111,1
5371,2016-07-20,107,1
5372,2016-07-20,108,1
5373,2016-07-20,110,1
5374,2016-07-20,111,1
5375,2016-07-20,109,1
5376,2016-07-20,110,1
5377,2016-07-20,85,1
5380,2016-07-21,103,1
5381,2016-07-21,89,1
5383,2016-07-21,119,1
5384,2016-07-21,113,1
5385,2016-07-21,83,1
5386,2016-07-21,108,1
5387,2016-07-21,114,1
5389,2016-07-21,129,1
5390,2016-07-21,116,1
5401,2016-07-21,116,1
5402,2016-07-21,118,1
5403,2016-07-21,103,1
5405,2016-07-21,109,1
5409,2016-07-21,84,1
5410,2016-07-21,103,1
5411,2016-07-21,123,1
5412,2016-07-21,114,1
5413,2016-07-21,111,1
5414,2016-07-21,92,1
5417,2016-07-21,114,1
5418,2016-07-21,109,1
5419,2016-07-21,102,1
5423,2016-07-21,116,1
5427,2016-07-21,111,1
5430,2016-07-21,103,1
5433,2016-07-21,112,1
5435,2016-07-21,89,1
5436,2016-07-21,94,1
5437,2016-07-21,84,1
5438,2016-07-21,91,1
5439,2016-07-21,86,1
5440,2016-07-21,117,1
5441,2016-07-21,117,1
5442,2016-07-21,116,1
5443,2016-07-21,90,1
5444,2016-07-21,110,1
5445,2016-07-21,116,1
5446,2016-07-21,114,1
5447,2016-07-21,114,1
5448,2016-07-21,98,1
5449,2016-07-21,91,1
5454,2016-07-21,94,1
5457,2016-07-21,88,1
5458,2016-07-21,113,1
5459,2016-07-21,115,1
5460,2016-07-21,115,1
5461,2016-07-21,115,1
5462,2016-07-21,110,1
5463,2016-07-21,112,1
5465,2016-07-21,97,1
5466,2016-07-21,147,1
5470,2016-07-21,146,1
5479,2016-07-21,119,1
5481,2016-07-21,111,1
5482,2016-07-21,103,1
5483,2016-07-21,92,1
5484,2016-07-21,99,1
5485,2016-07-21,104,1
5486,2016-07-21,85,1
5488,2016-07-21,116,1
5489,2016-07-21,85,1
5490,2016-07-21,104,1
5491,2016-07-21,106,1
5492,2016-07-21,97,1
5494,2016-07-21,109,1
5499,2016-07-22,120,1
5500,2016-07-22,98,1
5501,2016-07-22,101,1
5502,2016-07-22,108,1
5503,2016-07-22,107,1
5504,2016-07-22,109,1
5505,2016-07-22,111,1
5506,2016-07-22,109,1
5508,2016-07-22,97,1
5515,2016-07-22,119,1
5516,2016-07-22,127,1
5517,2016-07-22,148,1
5518,2016-07-22,114,1
5519,2016-07-22,98,1
5520,2016-07-22,115,1
5522,2016-07-22,92,1
5526,2016-07-22,88,1
5527,2016-07-22,98,1
5528,2016-07-22,115,1
5529,2016-07-22,109,1
5532,2016-07-22,84,1
5533,2016-07-22,105,1
5534,2016-07-22,112,1
5536,2016-07-22,87,1
5537,2016-07-22,110,1
5546,2016-07-22,99,1
5556,2016-07-22,109,1
5558,2016-07-22,121,1
5559,2016-07-22,118,1
5560,2016-07-22,130,1
5561,2016-07-22,126,1
5563,2016-07-22,121,1
5565,2016-07-22,105,1
5566,2016-07-22,103,1
5568,2016-07-22,107,1
5569,2016-07-22,123,1
5570,2016-07-22,130,1
5573,2016-07-22,111,1
5575,2016-07-22,117,1
5585,2016-07-22,115,1
5586,2016-07-22,114,1
5587,2016-07-22,115,1
5588,2016-07-22,116,1
5589,2016-07-22,113,1
5590,2016-07-22,106,1
5591,2016-07-22,112,1
5592,2016-07-22,114,1
5596,2016-07-22,90,1
5597,2016-07-22,106,1
5598,2016-07-22,105,1
5600,2016-07-22,126,1
5601,2016-07-22,114,1
5602,2016-07-22,121,1
5603,2016-07-22,119,1
5604,2016-07-22,105,1
5605,2016-07-22,114,1
5610,2016-07-22,99,1
5611,2016-07-22,110,1
5612,2016-07-22,113,1
5613,2016-07-22,124,1
5614,2016-07-22,119,1
5615,2016-07-22,109,1
5616,2016-07-22,100,1
5623,2016-07-23,128,1
5624,2016-07-23,113,1
5625,2016-07-23,116,1
5626,2016-07-23,143,1
5628,2016-07-23,126,1
5631,2016-07-23,132,1
5632,2016-07-23,119,1
5633,2016-07-23,107,1
5635,2016-07-23,124,1
5636,2016-07-23,130,1
5637,2016-07-23,123,1
5638,2016-07-23,119,1
5639,2016-07-23,128,1
5640,2016-07-23,120,1
5642,2016-07-23,145,1
5643,2016-07-23,113,1
5644,2016-07-23,118,1
5645,2016-07-23,120,1
5646,2016-07-23,119,1
5647,2016-07-23,86,1
5650,2016-07-23,113,1
5651,2016-07-23,115,1
5652,2016-07-23,119,1
5653,2016-07-23,89,1
5654,2016-07-23,119,1
5656,2016-07-23,99,1
5657,2016-07-23,105,1
5658,2016-07-23,126,1
5659,2016-07-23,126,1
5664,2016-07-23,104,1
5665,2016-07-23,91,1
5683,2016-07-23,107,1
5684,2016-07-23,93,1
5685,2016-07-23,108,1
5686,2016-07-23,111,1
5687,2016-07-23,113,1
5688,2016-07-23,114,1
5689,2016-07-23,114,1
5691,2016-07-23,105,1
5692,2016-07-23,101,1
5693,2016-07-23,111,1
5694,2016-07-23,113,1
5695,2016-07-23,112,1
5696,2016-07-23,106,1
5697,2016-07-23,109,1
5700,2016-07-23,135,1
5702,2016-07-23,100,1
5703,2016-07-23,96,1
5704,2016-07-23,91,1
5705,2016-07-23,111,1
5706,2016-07-23,103,1
5707,2016-07-23,108,1
5708,2016-07-23,109,1
5709,2016-07-23,104,1
5710,2016-07-23,92,1
5711,2016-07-23,94,1
5713,2016-07-23,102,1
5714,2016-07-23,82,1
5716,2016-07-23,97,1
5717,2016-07-23,93,1
5718,2016-07-23,111,1
5719,2016-07-23,107,1
5720,2016-07-23,107,1
5721,2016-07-23,92,1
5722,2016-07-23,91,1
5724,2016-07-23,117,1
5726,2016-07-23,112,1
5727,2016-07-23,102,1
5728,2016-07-23,110,1
5729,2016-07-23,108,1
5730,2016-07-23,106,1
5733,2016-07-23,107,1
5734,2016-07-23,100,1
5735,2016-07-23,94,1
5741,2016-07-23,90,1
5742,2016-07-23,94,1
5745,2016-07-23,93,1
5746,2016-07-23,95,1
5747,2016-07-23,108,1
5748,2016-07-23,104,1
5751,2016-07-23,108,1
5752,2016-07-23,105,1
5753,2016-07-23,110,1
5754,2016-07-23,110,1
5755,2016-07-23,108,1
5756,2016-07-23,106,1
5757,2016-07-23,101,1
5767,2016-07-24,102,1
5768,2016-07-24,119,1
5769,2016-07-24,86,1
5770,2016-07-24,125,1
5771,2016-07-24,111,1
5772,2016-07-24,110,1
5774,2016-07-24,116,1
5775,2016-07-24,99,1
5776,2016-07-24,84,1
5777,2016-07-24,117,1
5778,2016-07-24,102,1
5782,2016-07-24,111,1
5783,2016-07-24,97,1
5784,2016-07-24,114,1
5785,2016-07-24,112,1
5789,2016-07-24,102,1
5790,2016-07-24,120,1
5791,2016-07-24,96,1
5792,2016-07-24,118,1
5793,2016-07-24,120,1
5794,2016-07-24,109,1
5795,2016-07-24,89,1
5799,2016-07-24,95,1
5804,2016-07-24,84,1
5806,2016-07-24,89,1
5809,2016-07-24,114,1
5813,2016-07-24,97,1
5818,2016-07-24,118,1
5819,2016-07-24,90,1
5820,2016-07-24,104,1
5822,2016-07-24,104,1
5823,2016-07-24,111,1
5824,2016-07-24,91,1
5826,2016-07-24,108,1
5832,2016-07-24,100,1
5836,2016-07-24,106,1
5837,2016-07-24,88,1
5839,2016-07-24,94,1
5841,2016-07-24,119,1
5842,2016-07-24,109,1
5843,2016-07-24,85,1
5847,2016-07-24,103,1
5848,2016-07-24,102,1
5849,2016-07-24,105,1
5850,2016-07-24,103,1
5860,2016-07-24,114,1
5861,2016-07-24,112,1
5862,2016-07-24,112,1
5863,2016-07-24,119,1
5864,2016-07-24,129,1
5865,2016-07-24,106,1
5873,2016-07-24,111,1
5877,2016-07-24,109,1
5878,2016-07-24,94,1
5883,2016-07-24,96,1
5885,2016-07-24,96,1
5886,2016-07-24,83,1
5890,2016-07-24,81,1
5892,2016-07-24,105,1
5895,2016-07-24,108,1
5915,2016-07-25,125,1
5918,2016-07-25,109,1
5919,2016-07-25,114,1
5920,2016-07-25,115,1
5921,2016-07-25,113,1
5922,2016-07-25,104,1
5923,2016-07-25,113,1
5924,2016-07-25,111,1
5926,2016-07-25,94,1
5927,2016-07-25,105,1
5931,2016-07-25,93,1
5932,2016-07-25,115,1
5933,2016-07-25,116,1
5934,2016-07-25,114,1
5935,2016-07-25,114,1
5936,2016-07-25,111,1
5937,2016-07-25,112,1
5938,2016-07-25,114,1
5939,2016-07-25,112,1
5940,2016-07-25,110,1
5941,2016-07-25,114,1
5942,2016-07-25,113,1
5943,2016-07-25,114,1
5944,2016-07-25,115,1
5945,2016-07-25,117,1
5946,2016-07-25,117,1
5947,2016-07-25,118,1
5950,2016-07-25,124,1
5954,2016-07-25,115,1
5955,2016-07-25,89,1
5957,2016-07-25,116,1
5958,2016-07-25,116,1
5959,2016-07-25,115,1
5960,2016-07-25,114,1
5961,2016-07-25,98,1
5962,2016-07-25,107,1
5963,2016-07-25,106,1
5964,2016-07-25,109,1
5965,2016-07-25,111,1
5966,2016-07-25,116,1
5967,2016-07-25,104,1
5970,2016-07-25,110,1
5971,2016-07-25,85,1
5973,2016-07-25,99,1
5979,2016-07-25,126,1
5983,2016-07-25,113,1
5987,2016-07-25,114,1
5988,2016-07-25,96,1
5989,2016-07-25,110,1
5990,2016-07-25,109,1
5991,2016-07-25,114,1
5992,2016-07-25,113,1
5993,2016-07-25,101,1
5996,2016-07-25,111,1
5997,2016-07-25,97,1
5998,2016-07-25,102,1
5999,2016-07-25,97,1
6000,2016-07-25,110,1
6001,2016-07-25,96,1
6002,2016-07-25,103,1
6003,2016-07-25,85,1
6009,2016-07-26,128,1
6011,2016-07-26,88,1
6012,2016-07-26,85,1
6013,2016-07-26,111,1
6014,2016-07-26,112,1
6015,2016-07-26,112,1
6016,2016-07-26,106,1
6017,2016-07-26,112,1
6018,2016-07-26,114,1
6019,2016-07-26,88,1
6022,2016-07-26,101,1
6023,2016-07-26,118,1
6024,2016-07-26,112,1
6025,2016-07-26,116,1
6026,2016-07-26,110,1
6027,2016-07-26,113,1
6028,2016-07-26,110,1
6030,2016-07-26,100,1
6033,2016-07-26,83,1
6037,2016-07-26,89,1
6042,2016-07-26,101,1
6045,2016-07-26,102,1
6048,2016-07-26,107,1
6049,2016-07-26,87,1
6051,2016-07-26,84,1
6052,2016-07-26,93,1
6056,2016-07-26,103,1
6061,2016-07-26,94,1
6063,2016-07-26,118,1
6064,2016-07-26,108,1
6066,2016-07-26,109,1
6067,2016-07-26,113,1
6068,2016-07-26,105,1
6070,2016-07-26,82,1
6071,2016-07-26,113,1
6072,2016-07-26,114,1
6073,2016-07-26,105,1
6074,2016-07-26,88,1
6077,2016-07-27,112,1
6078,2016-07-27,86,1
6079,2016-07-27,105,1
6080,2016-07-27,114,1
6081,2016-07-27,92,1
6084,2016-07-27,116,1
6085,2016-07-27,107,1
6087,2016-07-27,112,1
6088,2016-07-27,95,1
6089,2016-07-27,109,1
6092,2016-07-27,110,1
6094,2016-07-27,118,1
6096,2016-07-27,94,1
6097,2016-07-27,111,1
6098,2016-07-27,111,1
6103,2016-07-27,97,1
6104,2016-07-27,91,1
6106,2016-07-27,112,1
6107,2016-07-27,97,1
6121,2016-07-27,109,1
6122,2016-07-27,99,1
6123,2016-07-27,123,1
6124,2016-07-27,105,1
6127,2016-07-27,112,1
6130,2016-07-27,108,1
6131,2016-07-27,105,1
6132,2016-07-27,87,1
6134,2016-07-27,108,1
6135,2016-07-27,117,1
6136,2016-07-27,120,1
6137,2016-07-27,84,1
6138,2016-07-27,113,1
6140,2016-07-27,99,1
6141,2016-07-27,104,1
6154,2016-07-27,96,1
6155,2016-07-27,112,1
6156,2016-07-27,112,1
6157,2016-07-27,106,1
6158,2016-07-27,115,1
6159,2016-07-27,120,1
6160,2016-07-27,113,1
6161,2016-07-27,109,1
6162,2016-07-27,112,1
6163,2016-07-27,111,1
6164,2016-07-27,110,1
6165,2016-07-27,114,1
6166,2016-07-27,108,1
6167,2016-07-27,107,1
6168,2016-07-27,106,1
6169,2016-07-27,107,1
6170,2016-07-27,109,1
6171,2016-07-27,108,1
6172,2016-07-27,101,1
6174,2016-07-27,123,1
6176,2016-07-27,127,1
6190,2016-07-27,103,1
6191,2016-07-27,138,1
6192,2016-07-27,123,1
6193,2016-07-27,117,1
6194,2016-07-27,127,1
6195,2016-07-27,103,1
6196,2016-07-27,84,1
6198,2016-07-28,112,1
6199,2016-07-28,107,1
6200,2016-07-28,111,1
6201,2016-07-28,108,1
6202,2016-07-28,109,1
6203,2016-07-28,110,1
6204,2016-07-28,104,1
6206,2016-07-28,81,1
6208,2016-07-28,116,1
6209,2016-07-28,106,1
6211,2016-07-28,113,1
6212,2016-07-28,94,1
6224,2016-07-28,104,1
6225,2016-07-28,115,1
6227,2016-07-28,82,1
6229,2016-07-28,109,1
6230,2016-07-28,106,1
6231,2016-07-28,99,1
6232,2016-07-28,111,1
6234,2016-07-28,112,1
6236,2016-07-28,119,1
6238,2016-07-28,87,1
6239,2016-07-28,93,1
6242,2016-07-28,89,1
6253,2016-07-28,117,1
6256,2016-07-28,124,1
6257,2016-07-28,113,1
6258,2016-07-28,107,1
6259,2016-07-28,93,1
6260,2016-07-28,119,1
6261,2016-07-28,102,1
6262,2016-07-28,110,1
6263,2016-07-28,109,1
6264,2016-07-28,114,1
6265,2016-07-28,105,1
6266,2016-07-28,93,1
6268,2016-07-28,109,1
6270,2016-07-28,131,1
6271,2016-07-28,95,1
6273,2016-07-28,94,1
6274,2016-07-28,94,1
6276,2016-07-28,99,1
6278,2016-07-28,116,1
6279,2016-07-28,85,1
6280,2016-07-28,95,1
6281,2016-07-28,116,1
6282,2016-07-28,119,1
6283,2016-07-28,113,1
6284,2016-07-28,109,1
6287,2016-07-28,106,1
6288,2016-07-28,104,1
6289,2016-07-28,110,1
6294,2016-07-28,86,1
6295,2016-07-28,112,1
6296,2016-07-28,105,1
6297,2016-07-28,112,1
6298,2016-07-28,110,1
6299,2016-07-28,115,1
6300,2016-07-28,114,1
6301,2016-07-28,115,1
6302,2016-07-28,113,1
6303,2016-07-28,109,1
6304,2016-07-28,112,1
6305,2016-07-28,115,1
6306,2016-07-28,111,1
6307,2016-07-28,102,1
6308,2016-07-28,108,1
6309,2016-07-28,114,1
6310,2016-07-28,101,1
6311,2016-07-28,110,1
6316,2016-07-28,147,1
6323,2016-07-29,109,1
6325,2016-07-29,109,1
6326,2016-07-29,100,1
6331,2016-07-29,110,1
6332,2016-07-29,87,1
6333,2016-07-29,106,1
6334,2016-07-29,89,1
6336,2016-07-29,82,1
6340,2016-07-29,118,1
6341,2016-07-29,111,1
6351,2016-07-29,105,1
6358,2016-07-29,107,1
6359,2016-07-29,96,1
6360,2016-07-29,100,1
6361,2016-07-29,98,1
6362,2016-07-29,87,1
6376,2016-07-29,85,1
6378,2016-07-29,110,1
6383,2016-07-29,92,1
6385,2016-07-30,90,1
6386,2016-07-30,105,1
6387,2016-07-30,113,1
6388,2016-07-30,113,1
6389,2016-07-30,129,1
6390,2016-07-30,128,1
6391,2016-07-30,134,1
6392,2016-07-30,120,1
6393,2016-07-30,114,1
6394,2016-07-30,131,1
6395,2016-07-30,135,1
